관광안내소명,안내소위치명,시도명,시군구명,안내소소개,부가서비스정보,휴무일,운영시작시각(하절기),운영종료시각(하절기),운영시작시각(동절기),운영종료시각(동절기),평균근무인원수,영어안내가능여부,일본어안내가능여부,중국어안내가능여부,안내가능외국어,안내소전화번호,소재지도로명주소,소재지지번주소,운영기관명,홈페이지주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
대부도 관광안내소,방아머리주차장,경기도,안산시,,,"설날,추석",10:00,17:00,10:00,17:00,2, , , ,,1899-1720,경기도 안산시 단원구 대부황금로 1531,"경기도 안산시 단원구 대부북동 1985, (대부도 관광안내소)",안산시,,37.289892,126.577945,2020-05-31,3930000,경기도 안산시
안산역관광안내소,안산역앞 광장,경기도,안산시,,,"설날,추석",10:00,17:00,10:00,17:00,2, , , ,,070-4740-2580,,경기도 안산시 단원구 원곡동 993-7,안산시,,37.325791,126.793703,2020-05-31,3930000,경기도 안산시
성안길관광안내소,성안길 KDB산업은행 앞,충청북도,청주시,성안길 일원 외국인 관광객 쇼핑 통역 지원,,명절,10:00,20:00,10:00,20:00,2, ,Y,Y,"일본어, 중국어",043-254-1230,충청북도 청주시 상당구 성안로 18-1,충청북도 청주시 상당구 북문로1가 210-1,관광과,,36.649649,127.493941,2020-07-17,5710000,충청북도 청주시
수암골관광안내소,수암골 마실 앞,충청북도,청주시,수암골 관광안내 및 통역 지원,,없음,10:00,18:00,10:00,18:00,2, ,Y,Y,"일본어, 중국어",043-253-1330,충청북도 청주시 상당구 수동로 53,충청북도 청주시 상당구 수동81-11,관광과,,36.649442,127.494113,2020-07-17,5710000,충청북도 청주시
소수서원관광안내소,소수서원주차장,경상북도,영주시,관광지 안내 및 해설,휴대폰 충전,명절당일,10:00,17:00,10:00,17:00,2,Y,Y,Y,,054-639-5852,경상북도 영주시 순흥면 소백로 2740,,경상북도 영주시청,http://www.yeongju.go.kr/open_content/tour/index.do,36.9252501322,128.5790685151,2020-07-20,5090000,경상북도 영주시
선비촌관광안내소,선비촌주차장,경상북도,영주시,관광지 안내 및 해설,휴대폰 충전,명절당일,10:00,17:00,10:00,17:00,2,Y,Y,Y,,054-637-8586,경상북도 영주시 순흥면 소백로 2796,,경상북도 영주시청,http://www.yeongju.go.kr/open_content/tour/index.do,36.9269036,128.5815626,2020-07-20,5090000,경상북도 영주시
부석사관광안내소,부석사주차장,경상북도,영주시,관광지 안내 및 해설,휴대폰 충전,명절당일,10:00,17:00,10:00,17:00,2,Y,Y,Y,,054-633-3464,경상북도 영주시 부석면 부석사로 314,,경상북도 영주시청,http://www.yeongju.go.kr/open_content/tour/index.do,36.9948119,128.6815739,2020-07-20,5090000,경상북도 영주시
무섬관광안내소,무섬마을입구,경상북도,영주시,관광지 안내 및 해설,휴대폰 충전,명절당일,10:00,17:00,10:00,17:00,2,Y,Y,Y,,054-636-4700,경상북도 영주시 문수면 무섬로 238-2,,경상북도 영주시청,http://www.yeongju.go.kr/open_content/tour/index.do,36.7325621097,128.6209817659,2020-07-20,5090000,경상북도 영주시
부석사종합관광안내소,부석사입구,경상북도,영주시,관광지 안내 및 해설,"휴대폰 충전, 다국적오디오 해설 단말기 대여",명절당일,10:00,17:00,10:00,17:00,2,Y,Y,Y,,054-638-5833,경상북도 영주시 부석면 부석사로 298,,경상북도 영주시청,http://www.yeongju.go.kr/open_content/tour/index.do,36.9944966,128.6796186,2020-07-20,5090000,경상북도 영주시
제1종합관광안내소,고성군 옥수휴게소 인근,경상남도,고성군,방문 관광객에게 관광 홍보물 배부 및 관광 안내,수하물보관,"일주일에 2일, 신정, 구정, 추석당일, 근로자의날, 부처님오신날, 성탄절",09:00,18:00,09:00,18:00,1,N,N,Y,,055-673-9503,경상남도 고성군 회화면 남해안대로 4071 (옥수휴게소 옆),경상남도 고성군 회화면 삼덕리 484-3,경상남도,http://www.gntour.com/html/kr/sub06/sub06_060201.html,35.0896824,128.3776688,2020-07-10,5420000,경상남도 고성군
두타연이목정관광안내소,강원도 양구군 방산면 고방산리 1024,강원도,양구군,금강산가는길 두타연이목정안내 및 매표,,매주월요일(공휴일일경우근무),09:00,17:00,09:00,15:00,,Y,Y,N,"일본어, 영어",033-480-2327,강원도 양구군 방산면 두타연로 297,강원도 양구군 방산면 고방산리 1024,문화관광과,http://www.ygtour.kr/,38.246573,127.981857,2020-06-30,4320000,강원도 양구군
여주시 종합관광안내소,신륵사관광단지 앞,경기도,여주시,관광객 안내와 외국인(영어)통역 안내,휴대폰충전,1월1일+추석당일+설날당일,09:00,18:00,09:00,18:00,2,Y,Y,Y,,031-887-2868,경기도 여주시 신륵사길 7,경기도 여주시 천송동 541-15,경기도 여주시,,37.30014172,127.6545493,2020-07-15,5700000,경기도 여주시
여주역 관광안내소,여주역,경기도,여주시,관광객 안내,휴대폰충전,1월1일+추석당일+설날당일,09:00,18:00,09:00,18:00,2,N,N,N,,031-887-2990,경기도 여주시 교동로 80,경기도 여주시 교동 403-1,경기도 여주시,,37.2824839758,127.6286692,2020-07-15,5700000,경기도 여주시
세종대왕릉역 관광안내소,세종대왕릉역,경기도,여주시,관광객 안내,휴대폰충전,1월1일+추석당일+설날당일,09:00,18:00,09:00,18:00,2,N,N,N,,070-8810-2990,경기도 여주시 능서면 양화로 877,경기도 여주시 능서면 신지리 275,경기도 여주시,,37.29393905,127.5707293,2020-07-15,5700000,경기도 여주시
백암관광안내소,온정면 온천로 5,경상북도,울진군,백암온천 및 울진군 일대 안내,"pc사용, 출력",월,09:00,18:00,09:00,18:00,,N,N,N,N,054-789-5480,경상북도 울진군 온정면 온천로 5,경상북도 울진군 온정면 소태리 1453-1,경상북도 울진군청,www.uljin.go.kr,36.7207901327,129.3439175800,2020-07-13,5250000,경상북도 울진군
경주역관광안내소,경주역 광장내,경상북도,경주시,경주의 관광정보가 필요한 여행객을 위해 관광안내 서비스를 실시,,연중무휴,09:00,18:00,09:00,18:00,3,Y,Y,Y,,054-772-3843,경상북도 경주시 원화로 260,경상북도 경주시 황오동 173-3,경상북도 경주시청,http://www.gogbta.or.kr/dowomi,35.84362341,129.2174888,2020-07-15,5050000,경상북도 경주시
터미널관광안내소,시외버스 터미널 옆 광장,경상북도,경주시,경주의 관광정보가 필요한 여행객을 위해 관광안내 서비스를 실시,,연중무휴,09:00,18:00,09:00,18:00,3,Y,Y,Y,,054-772-9289,,경상북도 경주시 노서동 243-15,경상북도 경주시청,http://www.gogbta.or.kr/dowomi,35.83881869,129.2030137,2020-07-15,5050000,경상북도 경주시
불국사관광안내소,불국사 주차장,경상북도,경주시,경주의 관광정보가 필요한 여행객을 위해 관광안내 서비스를 실시,,연중무휴,09:00,18:00,09:00,17:30,3,Y,Y,Y,,054-746-4747,경상북도 경주시 진현로2길 61-3,경상북도 경주시 진현동 64-1,경상북도 경주시청,http://www.gogbta.or.kr/dowomi,35.78656339,129.3272119,2020-07-15,5050000,경상북도 경주시
신경주역관광안내소,신경주역 맞이방내,경상북도,경주시,경주의 관광정보가 필요한 여행객을 위해 관광안내 서비스를 실시,,연중무휴,09:00,20:00,09:00,20:00,3,Y,Y,N,,054-771-1336,경상북도 경주시 건천읍 신경주역로 80,경상북도 경주시 건천읍 화천리 1010,경상북도 경주시청,http://www.gogbta.or.kr/dowomi,35.79808003,129.1393974,2020-07-15,5050000,경상북도 경주시
정선군 종합관광안내소,강원도 정선군 정선읍 정선로 1357-1,강원도,정선군,정선군 관광안내,,연중무휴,10:00,16:00,10:00,16:00,1,Y,N,N,N,033-563-3122,강원도 정선군 정선읍 정선로 1357-1,강원도 정선군 정선읍 봉양리 351-1,정선군청,없음,37.3800045374,128.6648966965,2020-07-15,4290000,강원도 정선군
강천산종합관광안내소,전라북도 순창군 팔덕면 강천산길 75,전라북도,순창군,강천산 군립공원 내 순창 관광 안내소,,"명절연휴, 기타(교육)",10:00,17:00,10:00,17:00,2,N,N,N,,063-650-1674,전라북도 순창군 팔덕면 강천산길 75,전라북도 순창군 팔덕면 청계리 958-1,순창군청,https://www.sunchang.go.kr/tour/index.sunchang?menuCd=DOM_000000404008000000,35.4085178,127.0699816,2020-07-02,4770000,전라북도 순창군
터미널관광안내소,전라북도 순창군 순창읍 장류로 355,전라북도,순창군,순창군 내 순창 관광 안내소,,"명절연휴, 기타(교육)",09:00,18:00,09:00,18:00,2,N,N,N,,063-652-1674,전라북도 순창군 순창읍 장류로 355,전라북도 순창군 순창읍 순화리 114-14,순창군청,https://www.sunchang.go.kr/tour/index.sunchang?menuCd=DOM_000000404008000000,35.3767698422,127.1411985582,2020-07-02,4770000,전라북도 순창군
남계서원관광안내소,남계서원 근처,경상남도,함양군,남계서원 방문객 관광안내,,명절연휴,10:00,17:00,10:00,17:00,1,N,Y,N,,055-962-9785,경상남도 함양군 수동면 남계서원길 8-11,경상남도 함양군 수동면 원평리 586-1,경상남도 함양군청,http://www.hygn.go.kr/01235/01288/01465.web,35.5489010195,127.783679,2020-07-14,5460000,경상남도 함양군
일두홍보관,지곡 일두고택 근처,경상남도,함양군,지곡개평마을 방문객 관광안내,,명절연휴,10:00,17:00,10:00,17:00,1,N,Y,N,,055-964-5800,경상남도 함양군 지곡면 병곡지곡로 910,경상남도 함양군 지곡면 개평리 262-14,경상남도 함양군청,http://www.hygn.go.kr/01235/01288/01465.web,35.56648298,127.7685759,2020-07-14,5460000,경상남도 함양군
상림관광안내소,상림공원 근처,경상남도,함양군,상림공원 방문객 투어 및 관광안내,"휠체어,유모차 대여, 휴대폰 충전기",명절연휴,10:00,17:00,10:00,17:00,2,N,Y,N,,055-960-5756,경상남도 함양군 함양읍 필봉산길 49,경상남도 함양군 함양읍 교산리 1069-4,경상남도 함양군청,http://www.hygn.go.kr/01235/01288/01465.web,35.52372669,127.721893,2020-07-14,5460000,경상남도 함양군
용추관광안내소,용추계곡 입구,경상남도,함양군,용추계곡 주변 방문객 관광안내,,7월~10월까지 한시 운영,10:00,17:00,10:00,17:00,1,N,Y,N,,055-964-0711,경상남도 함양군 안의면 용추계곡로 316,경상남도 함양군 안의면 하원리 1361-1,경상남도 함양군청,http://www.hygn.go.kr/01235/01288/01465.web,35.66807406,127.7880194,2020-07-14,5460000,경상남도 함양군
충남종합관광안내소,관광주차장 내,충청남도,부여군,충남을 대표하는 부여소재 종합관광안내소,백제문화체험,연중무휴,09:00,18:00,09:00,18:00,5,Y,Y,Y,,041-830-2880,충청남도 부여군 부여읍 성왕로 247-9,충청남도 부여군 부여읍 관북리 77,충청남도 부여군청,tour.buyeo.go.kr,36.2840689863,126.9145317707,2020-06-30,4570000,충청남도 부여군
충남종합관광안내소,관광주차장 내,충청남도,부여군,충남을 대표하는 부여소재 종합관광안내소,백제문화체험,연중무휴,09:00,18:00,09:00,18:00,5,Y,Y,Y,,041-830-2880,충청남도 부여군 부여읍 성왕로 247-9,충청남도 부여군 부여읍 관북리 77,충청남도 부여군청,tour.buyeo.go.kr,36.2840689863,126.9145317707,2020-06-30,4570000,충청남도 부여군
새재안내소,문경새재,경상북도,문경시,,,연중무휴,10:00,17:00,10:00,16:00,3, , , ,,054-550-6414,경상북도 문경시 문경읍 새재로 953,경상북도 문경시 문경읍 상초리 239-4,문경시,,36.763379,128.075503,2020-07-14,5120000,경상북도 문경시
진안안내소,진안리,경상북도,문경시,,,연중무휴,10:00,17:00,10:00,16:00,3, , , ,,054-571-7947,경상북도 문경시 문경읍 문경대로 2426,경상북도 문경시 문경읍 진안리 350-7,문경시,,36.7420469038,128.0827541515,2020-07-14,5120000,경상북도 문경시
땅끝해남관광안내소,땅끝여객터미널 앞,전라남도,해남군,땅끝 관광지 소개 및 관광일정 컨설팅,,명절연휴,10:00,17:00,10:00,17:00,1,N,N,N,,061-532-3883,전라남도 해남군 송지면 땅끝마을길 70-7,전라남도 해남군 송지면 송호리 1305,전라남도 해남군청,www.haenam.go.kr,34.29839386,126.5290421,2020-07-14,4930000,전라남도 해남군
탑동 관광안내소,제주시 탑동해변공연장 앞,제주특별자치도,제주시,,,설날. 추석 당일,09:00,18:00,09:00,18:00,,Y,Y,N,,064-728-3919,제주특별자치도 제주시 탑동로2길 4,제주특별자치도 제주시 삼도2동 1263,제주특별자치도 제주시청,,33.5174294877,126.5237294514,2020-07-06,6510000,제주특별자치도 제주시
용두암 관광안내소,용두암 주차장,제주특별자치도,제주시,,,설날. 추석 당일,09:00,18:00,09:00,18:00,,Y,Y,Y,,064-728-3918,제주특별자치도 제주시 용두암길 15,제주특별자치도 제주시 용담2동 483,제주특별자치도 제주시청,,33.5148426630,126.5114174512,2020-07-06,6510000,제주특별자치도 제주시
터미널 관광안내소,제주시외버스터미널 입구,제주특별자치도,제주시,,,설날. 추석 당일,09:00,18:00,09:00,18:00,,Y,Y,Y,,064-728-3920,제주특별자치도 제주시 서광로 174,제주특별자치도 제주시 오라1동 2441-1,제주특별자치도 제주시청,,33.4997233,126.5148729545,2020-07-06,6510000,제주특별자치도 제주시
연동 관광안내소,신제주 공영주차장 인근,제주특별자치도,제주시,,,설날. 추석 당일,09:00,18:00,09:00,18:00,,Y,Y,Y,,064-728-3878,제주특별자치도 제주시 신대로12길 54,제주특별자치도 제주시 연동 272-56,제주특별자치도 제주시청,,33.4889421,126.4908992,2020-07-06,6510000,제주특별자치도 제주시
연천군 관광안내소,연천전곡리유적 정문,경기도,연천군,현재 미운영(농특산물 판매장으로 운영중),-,공휴일,09:00,17:00,09:00,17:00,1,N,N,N,,031-839-2205,경기도 연천군 전곡읍 양연로 1510,경기도 연천군 전곡읍 전곡리 515,경기도 연천군청,http://tour.iyc21.net,38.01564928,127.0614528,2020-06-21,4140000,경기도 연천군
강진군관광안내소,전남 강진군 강진읍 영랑생가길 8,전라남도,강진군,강진군에 위치한 명소 안내,무선인터넷,일요일,09:00,18:00,09:00,18:00,,Y,Y,Y,,061-430-3349,전라남도 강진군 강진읍 영랑생가길 8,전라남도 강진군 강진읍 남성리 118-1,강진군청,www.gangjin.go.kr,34.6417243009,126.7662240620,2020-07-10,4920000,전라남도 강진군
인제관광정보센터,강원도 인제군 인제읍 비봉로 50,강원도,인제군,인제군 관광정보 제공,,"설, 추석 연휴",09:00,18:00,09:00,18:00,2,Y,Y,Y,,1588-6226,강원도 인제군 인제읍 비봉로 50,강원도 인제군 인제읍 상동리 430,강원도 인제군청,www.tour.inje.go.kr,38.0647658484,128.1746756727,2020-06-19,4330000,강원도 인제군
백담관광정보센터,강원도 인제군 북면 백담로 96,강원도,인제군,인제군 관광정보 제공,,월요일,09:00,18:00,09:00,18:00,2,Y, ,Y,,033-463-6644,강원도 인제군 북면 백담로 96,강원도 인제군 북면 용대리 888,강원도 인제군청,www.tour.inje.go.kr,38.1932699,128.3523088440,2020-06-19,4330000,강원도 인제군
평택호관광안내소,평택호관리사무소1층,경기도,평택시,평택호관광단지 및 평택시 관광지안내,전망대,"설,추석 연휴 제외 연중무휴",10:00,17:00,10:00,16:00,1,N,N,N,,031-681-1672,경기도 평택시 현덕면 평택호길 159,경기도 평택시 현덕면 권관리 321,경기도 평택시청,http://www.pyeongtaek.go.kr/,36.9214142,126.922225,2020-06-30,3910000,경기도 평택시
평택항관광안내소,평택항여객터미널입구,경기도,평택시,평택항 및 평택시 관광지안내,,"설,추석 연휴 제외 연중무휴",10:00,17:00,10:00,16:00,1,N,N,Y,,031-8024-8953,경기도 평택시 포승읍 평택항만길 75-18,경기도 평택시 포승읍 만호리 570-2,경기도 평택시청,http://www.pyeongtaek.go.kr/,36.9565876579,126.8477874133,2020-06-30,3910000,경기도 평택시
신장쇼핑몰관광안내소,k-55부대앞 신장쇼핑몰입구,경기도,평택시,신장쇼핑몰 및 평택시 관광지안내,,"설,추석 연휴 제외 연중무휴",10:00,17:00,10:00,16:00,1,Y,N,N,,031-611-6717,,경기도 평택시 신장동 302-298,경기도 평택시청,http://www.pyeongtaek.go.kr/,37.08022614,127.0497529,2020-06-30,3910000,경기도 평택시
남춘천역 관광안내소,남춘천역,강원도,춘천시,춘천시 관광안내소,관광안내 및 홍보물 배부,"설날, 추석 당일",09:00,18:00,09:00,18:00,1,Y,N,N,,033-250-3322,강원도 춘천시 영서로 2260,강원도 춘천시 퇴계동 633-2,강원도 춘천시청,,37.864003,127.7239143,2020-06-30,4180000,강원도 춘천시
낭만누리 관광안내소,김유정문학촌,강원도,춘천시,호수문화권 공동 안내소,관광안내 및 홍보물 배부,"매주 월요일 및 설날, 추석 당일",09:00,18:00,09:30,17:00,2,Y,N,N,,033-250-4300,강원도 춘천시 신동면 실레길 25,강원도 춘천시 신동면 증리 868-1,강원도 춘천시청,,37.8191253095,127.7186689553,2020-06-30,4180000,강원도 춘천시
춘천역 관광안내소,춘천역,강원도,춘천시,호수문화권 공동 안내소,관광안내 및 홍보물 배부,"설날, 추석 당일",09:00,18:00,09:00,18:00,2,Y,N,N,,033-250-4312,강원도 춘천시 평화로 1,강원도 춘천시 근화동 190,강원도 춘천시청,,37.8846694366,127.7170047560,2020-06-30,4180000,강원도 춘천시
고령 관광안내소,대가야역사테마관광지 주차장,경상북도,고령군,관내관광지 소개 및 해설 서비스 제공,,연중무휴,09:30,17:30,09:30,16:30,1,N,Y,Y,,054-955-4790,경상북도 고령군 대가야읍 대가야로 1216,경상북도 고령군 대가야읍 지산리 471-1,경상북도 고령군청,,35.72008263,128.2596761,2020-06-19,5200000,경상북도 고령군
관광수산시장 관광안내소,속초관광수산시장 주차장 내,강원도,속초시,"주변 관광지, 관내 숙박업소, 교통정보를 제공합니다.",인터넷 정보검색+팩스+복사+프린터,설날 추석 근로자의날,09:00,18:00,09:00,18:00,1,Y,Y,Y,,033-639-2568,강원도 속초시 수복로 490-41 (금호동),강원도 속초시 금호동 488-408,강원도 속초시청,http://www.sokchotour.com,38.2047513076,128.5873483042,2020-05-29,4230000,강원도 속초시
고속터미널 관광안내소,고속터미널 앞,강원도,속초시,"주변 관광지, 관내 숙박업소, 교통정보를 제공합니다.",인터넷 정보검색+팩스+복사+프린터,설날 추석 근로자의날,09:00,18:00,09:00,18:00,2,Y,Y,Y,,033-639-2830,강원도 속초시 동해대로 3988 (조양동),강원도 속초시 조양동 1418,강원도 속초시청,http://www.sokchotour.com,38.1904932088,128.598734,2020-05-29,4230000,강원도 속초시
시외터미널 관광안내소,시외터미널 앞,강원도,속초시,"주변 관광지, 관내 숙박업소, 교통정보를 제공합니다.",인터넷 정보검색+팩스+복사+프린터,설날 추석 근로자의날,09:00,18:00,09:00,18:00,2,Y,Y,Y,,033-639-2689,강원도 속초시 장안로 16 (동명동),강원도 속초시 동명동 261-16,강원도 속초시청,http://www.sokchotour.com,38.2111248258,128.5911219594,2020-05-29,4230000,강원도 속초시
해맞이공원 관광안내소,설악해맞이공원 내,강원도,속초시,"주변 관광지, 관내 숙박업소, 교통정보를 제공합니다.",인터넷 정보검색+물품보관함+팩스+복사+프린터,설날 추석 근로자의날,09:00,18:00,09:00,18:00,2,Y,Y,Y,,033-635-2003,강원도 속초시 동해대로 3664 (대포동),강원도 속초시 대포동 178-9,강원도 속초시청,http://www.sokchotour.com,38.1631289,128.6085042,2020-05-29,4230000,강원도 속초시
거제도 관광안내소,거제도포로수용소유적공원 관광안내소,경상남도,거제시,"거제도 관광객을 대상으로 관광지운영시간, 교통편, 지역별 숙박장소, 기타 체험장소 안내 등 안내서비스를 제공합니다",무료 와이파이 이용,일요일 및 공휴일,09:00,18:00,09:00,18:00,3,N,N,N,-,055-639-4177,경상남도 거제시 계룡로 61,경상남도 거제시 고현동 362,경상남도 거제해양관광개발공사,pow.or.kr,34.87637981,128.6253698,2020-05-14,B552833,거제해양관광개발공사
경산종합관광안내소,경상북도 경산시 와촌면 갓바위로 595,경상북도,경산시,경산종합관광안내소,,"설, 추석 당일, 월요일, 일요일, 공휴일",09:00,18:00,09:00,17:00,1,Y,Y,N,영어+일본어,053-854-1803,경상북도 경산시 와촌면 갓바위로 595,경상북도 경산시 와촌면 대한리 553-9,경상북도 경산시청,,35.985548,128.7487919,2020-04-29,AAAAAAA,공공데이터활용지원센터
완주 송광사 관광안내소,완주 송광사,전라북도,완주군,전라북도 완주군 소양면 대흥리종남산(終南山)에 있는 송광사(대한불교조계종)내에 위치,,"주말,공휴일",10:00,17:00,10:00,17:00,1,N,N,N,,063-290-2624,전라북도 완주군 소양면 송광수만로 255-16,전라북도 완주군 소양면 대흥리 569-2,전라북도 완주군,,35.88576893,127.2417491,2020-04-01,4720000,전라북도 완주군
완주 편백숲 관광안내소,완주 상관편백숲,전라북도,완주군,전라북도 완주군 상관면 죽림리 공기마을에 위치,,"주말,공휴일",10:00,17:00,10:00,17:00,1,N,N,N,,063-290-2624,전라북도 완주군 상관면 죽림편백길 191-24,전라북도 완주군 상관면 죽림리 650,전라북도 완주군,,35.73749064,127.2023886,2020-04-01,4720000,전라북도 완주군
천사대교 관광안내소,천사대교 입구,전라남도,신안군,"신안관광,교통,숙박,맛집 등을 안내",홍보책자 발송,연중무휴,10:00,16:00,10:00,16:00,2,N,N,N,없음,061-261-6004,,전라남도 신안군 압해읍 송공리 441-8,전라남도 신안군청,없음,34.8422274,126.1905657,2020-03-18,5010000,전라남도 신안군
증도 관광안내소,증도면 증도대교 종점,전라남도,신안군,"신안관광,교통,숙박,맛집 등을 안내",홍보책자 발송,연중무휴,09:00,18:00,09:00,18:00,1,N,N,N,없음,061-240-8976,전라남도 신안군 증도면 지도증도로 724,전라남도 신안군 증도면 증동리 19-1,전라남도 신안군청,없음,35.01555943,126.160463,2020-03-18,5010000,전라남도 신안군
흑산 예리항 관광안내소,흑산도 여객선터미널,전라남도,신안군,"신안관광,교통,숙박,맛집 등을 안내",홍보책자 발송,연중무휴,10:00,16:00,10:00,16:00,1,N,N,N,없음,061-240-8520,전라남도 신안군 흑산면 흑산일주로 5,전라남도 신안군 흑산면 예리 176-99,전라남도 신안군청,없음,34.684129,125.4426644,2020-03-18,5010000,전라남도 신안군
자은 관광안내소,자은면 유각리 산239번지,전라남도,신안군,"신안관광,교통,숙박,맛집 등을 안내",홍보책자 발송,연중무휴,10:00,16:00,10:00,16:00,1,N,N,N,없음,061-246-1040,전라남도 신안군 자은면 자은서부1길 163-119,전라남도 신안군 자은면 유각리 산239,전라남도 신안군청,없음,34.8498317454,126.0400730931,2020-03-18,5010000,전라남도 신안군
김천시 관광안내소,경상북도 김천시 남면 혁신1로 51,경상북도,김천시,김천시 관광안내 및 홍보,관광안내전자지도,일월공휴일,09:00,18:00,09:00,18:00,1,N,N,N,N,054-437-9667,경상북도 김천시 남면 혁신1로 51,경상북도 김천시 남면 옥산리 790,관광진흥과,N,36.113529,128.181178,2020-03-17,5060000,경상북도 김천시
대천역 관광안내소,대천관리역 내,충청남도,보령시,각종 관광안내,관광홍보물 비치 배부,없음,09:00,18:00,09:00,18:00,2,Y,Y,Y,-,041-932-2023,충청남도 보령시 대해로 116,충청남도 보령시 내항동 336-11,보령시 관광과,http://www.brcn.go.kr/,36.3416185409,126.5864122482,2020-03-10,4510000,충청남도 보령시
시민탑광장 관광안내소,시민탑광장 안내소 내,충청남도,보령시,각종 관광안내,관광홍보물 비치 배부,없음,10:00,17:00,10:00,17:00,1,Y,N,N,,041-930-3748,충청남도 보령시 해수욕장4길 7,충청남도 보령시 신흑동 2107,보령시 관광과,http://www.brcn.go.kr/,36.3054077,126.5163078979,2020-03-10,4510000,충청남도 보령시
머드광장 관광안내소,머드광장 안내소 내,충청남도,보령시,각종 관광안내,관광홍보물 비치 배부,없음,10:00,17:00,10:00,17:00,1,Y,N,N,,041-930-3887,충청남도 보령시 머드로 123,충청남도 보령시 신흑동 2267-3,보령시 관광과,http://www.brcn.go.kr/,36.3155199,126.5108562906,2020-03-10,4510000,충청남도 보령시
경남종합관광정보센터,창원컨벤션센터,경상남도,창원시,방문 관광객에게 관광 홍보물 배부 및 관광 안내,,"신정, 구정, 추석당일, 근로자의날, 부처님오신날, 성탄절",09:00,18:00,09:00,18:00,1,Y,N,N,,055-283-2500,경상남도 창원시 의창구 원이대로 362 창원컨벤션센터 1층,경상남도 창원시 의창구 대원동 123 창원컨벤션센터 1층,경상남도청,http://www.gntour.com/html/kr/sub06/sub06_060203.html,35.2383807,128.6569279,2019-06-05,6480000,경상남도
제1종합관광안내소,고성군 옥수휴게소 인근,경상남도,고성군,방문 관광객에게 관광 홍보물 배부 및 관광 안내,수하물보관,"신정, 구정, 추석당일, 근로자의날, 부처님오신날, 성탄절",09:00,18:00,09:00,18:00,2,N,N,Y,,055-673-9503,경상남도 고성군 회화면 남해안대로 4071 옥수휴게소 옆,경상남도 고성군 회화면 삼덕리 484-3,경상남도청,http://www.gntour.com/html/kr/sub06/sub06_060201.html,35.0896490,128.3776688,2019-06-05,6480000,경상남도
제2종합관광안내소,함양휴게소(하) 옆,경상남도,함양군,방문 관광객에게 관광 홍보물 배부 및 관광 안내,"수하물보관, 휴대폰충전","신정, 구정, 추석당일, 근로자의날, 부처님오신날, 성탄절",09:00,18:00,09:00,18:00,2,N,Y,N,,055-964-2710,경상남도 함양군 지곡면 효산길 23-31 통영대전고속도로 함양휴게소(하),경상남도 함양군 지곡면 보산리 산40-1,경상남도청,http://www.gntour.com/html/kr/sub06/sub06_060202.html,35.5505133,127.7592404,2019-06-05,6480000,경상남도
경남관광정보센터,경남도청 민원실,경상남도,창원시,방문 관광객에게 관광 홍보물 배부 및 관광 안내,"휴대폰충전, 휠체어대여","신정, 구정, 추석당일, 근로자의날, 부처님오신날, 성탄절",09:00,18:00,09:00,18:00,1,N,Y,N,,055-211-7760,경상남도 창원시 의창구 중앙대로 300 경남도청 민원실,경상남도 창원시 의창구 사림동 1번지 경남도청 민원실,경상남도청,http://www.gntour.com/html/kr/sub06/sub06_060204.html,35.2365924,128.6904396,2019-06-05,6480000,경상남도
김해공항국내선관광안내소,김해공항,경상남도,김해시,방문 관광객에게 관광 홍보물 배부 및 관광 안내,,"신정, 구정, 추석당일, 근로자의날, 부처님오신날, 성탄절",09:00,18:00,09:00,18:00,2,N,N,Y,,051-973-4527,부산광역시 강서구 공항진입로 108 김해국제공항 국내선 1층,부산광역시 강서구 대저2동 2350 김해국제공항 국내선 1층,경상남도청,http://www.gntour.com/html/kr/sub06/sub06_060206.html,35.1728758009,128.945799088,2019-06-05,6480000,경상남도
김해공항국제선관광안내소,김해공항,경상남도,김해시,방문 관광객에게 관광 홍보물 배부 및 관광 안내,,"신정, 구정, 추석당일, 근로자의날, 부처님오신날, 성탄절",07:40,16:40,07:40,16:40,1,N,Y,N,,051-973-4537,부산광역시 강서구 공항진입로 108 김해국제공항 국제선 1층,부산광역시 강서구 대저2동 2350 김해국제공항 국제선 1층,경상남도청,http://www.gntour.com/html/kr/sub06/sub06_060206.html,35.1728758009,128.945799088,2019-06-05,6480000,경상남도
사천공항관광안내소,사천공항,경상남도,사천시,방문 관광객에게 관광 홍보물 배부 및 관광 안내,,"신정, 구정, 추석당일, 근로자의날, 부처님오신날, 성탄절",09:00,18:00,09:00,18:00,1,N,N,N,,055-852-8490,경상남도 사천시 사천읍 사천대로 1971 사천공항,경상남도 사천시 사천읍 구암리 1720-1 사천공항,경상남도청,http://www.gntour.com/html/kr/sub06/sub06_060206.html,35.092243694,128.08668872,2019-06-05,6480000,경상남도
창원중앙역관광안내소,창원중앙역,경상남도,창원시,방문 관광객에게 관광 홍보물 배부 및 관광 안내,휴대폰충전,"신정, 구정, 추석당일, 근로자의날, 부처님오신날, 성탄절",09:00,18:00,09:00,18:00,1,N,N,Y,,055-289-8815,경상남도 창원시 의창구 상남로 381 창원중앙역,경상남도 창원시 용동 산32-9,경상남도청,http://www.gntour.com/html/kr/sub06/sub06_060205.html,35.2424593,128.7011626,2019-06-05,6480000,경상남도
