시군구명,업소명,업종명,소재지도로명주소,연락처,객실수
원주시,숲속민박,민박,강원도 원주시 지정면 지정로 1031,,1
원주시,만수산장,민박,강원도 원주시 지정면 소금산길 153,,5
원주시,점말민박,민박,강원도 원주시 지정면 간현로 186번길 141-55,,5
원주시,생각속의 집(원주점),민박,강원도 원주시 지정면 삼태울길 32,,4
원주시,점말민박(3),민박,강원도 원주시 지정면 간현로 186번길 141-46,,1
원주시,점말민박(5),민박,강원도 원주시 지정면 간현로 186번길 141-38,,5
원주시,가온민박,민박,강원도 원주시 소초면 황골로 442-25,,2
원주시,송호관광농원민박,민박,강원도 원주시 지정면 송정로 120,,3
원주시,하르방민박,민박,강원도 원주시 신림면 윗성남2길 49,,1
인제군,내린천 가람민박,민박,강원도 인제군 인제읍 안삽재길 175-4,,4
인제군,반딧불이,민박,강원도 인제군 기린면 조침령로 2194,,2
인제군,설피민국,민박,강원도 인제군 기린면 설피밭길 651,,5
인제군,곰배령 길목에서,민박,강원도 인제군 기린면 조침령로 2092-21,,6
인제군,뜨락,민박,강원도 인제군 상남면 내린천로 2164,,5
인제군,프란체스카여숙,민박,강원도 인제군 상남면 내린천로 1905,,3
인제군,강뜨락팬션,민박,강원도 인제군 인제읍 내린천로 6227,,2
인제군,갈골민박,민박,강원도 인제군 북면 갈골로 54,,4
인제군,백담반디펜션,민박,강원도 인제군 북면 만해로 260-50,,4
인제군,자작나무펜션,민박,강원도 인제군 남면 무학길 301,,5
인제군,마당바위민박,민박,강원도 인제군 북면 설악로 3737-24,,2
인제군,강마을 풍경,민박,강원도 인제군 북면 한계응골길 33,,7
인제군,아침이슬팬션,민박,강원도 인제군 인제읍 광치령로 104-47,,5
인제군,텃말팬션,민박,강원도 인제군 인제읍 고사리길 22,,2
인제군,꽃별하얀,민박,강원도 인제군 기린면 설피밭길 552,,4
인제군,추억속의 하얀집,민박,강원도 인제군 인제읍 고사리길 60,,3
인제군,금강초롱,민박,강원도 인제군 기린면 설피밭길 450,,1
인제군,나무펜션,민박,강원도 인제군 북면 냇강마을안길 235,,1
인제군,설악레저레포츠타운,민박,강원도 인제군 인제읍 원남로 784,,1
인제군,잣나무집정원,민박,강원도 인제군 기린면 조침령로 1053,,4
인제군,정자선녀네 민박,민박,강원도 인제군 남면 부평정자로 1561,,2
인제군,백담별채,민박,강원도 인제군 북면 백담로 52,,2
인제군,맑은내 펜션,민박,강원도 인제군 북면 만해로 289,,5
인제군,솔베리 쉼터,민박,강원도 인제군 기린면 꿩밭길 410-28,,4
인제군,오디하우스,민박,강원도 인제군 기린면 방태산길 225,,4
인제군,미산너와집,민박,강원도 인제군 상남면 개인약수길 530,,3
인제군,관솔민박,민박,강원도 인제군 상남면 가산동길 81-139,,3
인제군,소치골 민박,민박,강원도 인제군 남면 부평정자로 837,,1
인제군,어느 멋진날,민박,강원도 인제군 인제읍 내린천로 6252,,4
인제군,여울 민박,민박,강원도 인제군 남면 부평정자로 780-13,,2
인제군,들국화 펜션,민박,강원도 인제군 인제읍 고사리길 20,,2
인제군,송라천 민박,민박,강원도 인제군 상남면 귀미말길 49-27,,2
인제군,솔밭집 민박,민박,강원도 인제군 북면 쇠리길 92,,4
인제군,원이훈이 펜션,민박,강원도 인제군 상남면 솔개길 29,,2
인제군,아리랑민박,민박,강원도 인제군 상남면 솔개길 29-24,,3
인제군,솔마루민박,민박,강원도 인제군 상남면 솔개길 29-23,,2
인제군,비 개인 후,민박,강원도 인제군 기린면 아래둔덕길 41,,3
인제군,우향산장,민박,강원도 인제군 인제읍 내린천로 5464,,4
인제군,김장소 펜션,민박,강원도 인제군 북면 냇강마을안길 236,,1
인제군,동일민박,민박,강원도 인제군 남면 부평정자로 1662-114,,1
삼척시,청년민박,민박,강원도 삼척시 근덕면 덕산해변1길 15,,1
강릉시,보니따 캠핑 펜션,민박,강원도 강릉시 연곡면 진고개로 709,,3
강릉시,부영24시민박,민박,강원도 강릉시 연곡면 영진길 65-2,,2
강릉시,벌말펜션,민박,강원도 강릉시 왕산면 왕산로 1304,,2
강릉시,펜션이야기,민박,강원도 강릉시 저동골길 114-5 (저동),,4
평창군,폭포와 오두막,펜션,강원도 평창군 봉평면 흥정계곡길258,,2
평창군,안젤라펜션,펜션,강원도 평창군 봉평면 두리봉길 45,,4
평창군,소나무펜션,펜션,강원도 평창군 봉평면 안흥동2길 8-12,,5
평창군,황토마을 펜션,펜션,강원도 평창군 진부면 아차골길 17-16,,5
양양군,씨엘,민박,강원도 양양군 현북면 어성전길 185-53,,7
양양군,샐비어,민박,강원도 양양군 현북면 어성전길 185-51,,7
양양군,백두대간,민박,강원도 양양군 현북면 어성전길 39,,3
양양군,노란지비오 민박,민박,강원도 양양군 현북면 어성전길 108-8,,3
정선군,산들민박,민박,강원도 정선군 여량면 구절안길 55,,3
정선군,강릉펜션,민박,강원도 정선군 여량면 구절안길 9,,2
정선군,양지민박,민박,강원도 정선군 여량면 구절양지말길 10,,2
정선군,폭포민박,민박,강원도 정선군 여량면 구절양지말길 12,,1
정선군,머물고싶은곳,민박,강원도 정선군 여량면 노추산로 1146-2,,1
홍천군,오캄,민박,강원도 홍천군 서면 마곡길 159,,4
홍천군,공작산펜션,민박,강원도 홍천군 동면 공작골길 180,,3
홍천군,아내뜨,민박,강원도 홍천군 내면 소구름길 264-7,,5
홍천군,공작산자연 휴양림,민박,강원도 홍천군 동면 공작골길 180,,3
홍천군,알샵,민박,강원도 홍천군 서면 한서로 2133,,5
홍천군,투헤븐,민박,강원도 홍천군 서면 한서로 2368-33,,7
홍천군,샬롬,민박,강원도 홍천군 서면 아우라치길 15-9,,5
홍천군,양덕드림빌,민박,강원도 홍천군 남면 화전들길 59-29,,4
홍천군,강변민박,민박,강원도 홍천군 서면 개야강변길 46,,6
홍천군,예닮골,민박,강원도 홍천군 서면 한치골길 69,,7
홍천군,시골여행,민박,강원도 홍천군 서면 한치골길621번길 17,,5
홍천군,시골풍경,민박,강원도 홍천군 서면 한서로 2112-12,,5
홍천군,밤나무집,민박,강원도 홍천군 서면 도롱골길147번길 33-7,,4
홍천군,물안개피는 들꽃나루,민박,강원도 홍천군 서면 개야로 579-49,,7
홍천군,파스텔펜션,민박,강원도 홍천군 서면 개야로 250-19,,5
홍천군,홍천통나무 펜션,민박,강원도 홍천군 두촌면 철정길126번길 7-10,,3
홍천군,아름다운기억,민박,강원도 홍천군 두촌면 가리산길 75-14,,5
홍천군,청림민박(펜션),민박,강원도 홍천군 두촌면 가리산길 258,,5
홍천군,가리산민박,민박,강원도 홍천군 두촌면 가리산길 285,,5
홍천군,계곡펜션,민박,강원도 홍천군 두촌면 군유동길 361-22,,3
홍천군,숲속통나무,민박,강원도 홍천군 두촌면 광석로 1087,,2
홍천군,아호동민박,민박,강원도 홍천군 두촌면 아호동길 31-3,,3
홍천군,홍천강변,민박,강원도 홍천군 두촌면 아호동길 31-17,,4
홍천군,공작산물골,민박,강원도 홍천군 동면 공작산로 1489-14,,7
홍천군,푸른하늘,민박,강원도 홍천군 화촌면 솔치길 66-43,,7
홍천군,풍경화,민박,강원도 홍천군 화촌면 굴운로279번길 103-1,,6
홍천군,숲속의정원,민박,강원도 홍천군 화촌면 군업안말길54번길 14,,5
홍천군,가래올 황토이야기,민박,강원도 홍천군 내촌면 가래올길 11,,6
홍천군,어느멋진날Ⅰ,민박,강원도 홍천군 서면 팔봉산로 751,,4
홍천군,백암산농박,민박,강원도 홍천군 내촌면 아홉사리로 1775,,3
화천군,다옴펜션A,민박,강원도 화천군 사내면 큰방단길 63,,4
화천군,다옴펜션B,민박,강원도 화천군 사내면 큰방단길 63,,3
화천군,카누글램핑펜션,민박,강원도 화천군 사내면 포화로 1004-21,,4
화천군,햇골민박,민박,강원도 화천군 사내면 포화로 1053-33,,3
화천군,고은빛펜션,민박,강원도 화천군 사내면 포화로 1137-21,,6
화천군,파프리카 펜션-B,민박,강원도 화천군 사내면 하오재로 100-19,,4
화천군,터키밸리,민박,강원도 화천군 사내면 하오재로 128-17,,3
화천군,화이트힐펜션-D,민박,강원도 화천군 사내면 하오재로 342-18,,5
화천군,아름펜션,민박,강원도 화천군 사내면 화악산로 1036,,6
화천군,여울목 민박,민박,강원도 화천군 사내면 화악산로 618-3,,4
화천군,엔케이,민박,강원도 화천군 사내면 화악산로 825,,4
화천군,향기나라사랑이,민박,강원도 화천군 사내면 화악산로 938-14,,4
화천군,1박2일 민박,민박,강원도 화천군 상서면 계파로 1283-124,,3
화천군,도로시 민박,민박,강원도 화천군 상서면 구운리길 51,,2
화천군,도리동펜션,민박,강원도 화천군 상서면 다목2길 71-1,,1
화천군,하얀둥지펜션,민박,강원도 화천군 상서면 만산동로 1151,,4
정선군,민둥산하이원펜션민박,민박,강원도 정선군 남면 싸리실길 85,,1
정선군,한치뒷산펜션,민박,강원도 정선군 남면 약수길 682-9,,3
정선군,흙과소나무,민박,강원도 정선군 남면 자뭇골길 137-12,,4
정선군,마루펜션,민박,강원도 정선군 남면 자뭇골길 152,,5
정선군,고은햇살,민박,강원도 정선군 남면 자뭇골길 156-4,,3
정선군,그린비치,민박,강원도 정선군 남면 자뭇골길 156-5,,4
정선군,별빛나라펜션,민박,강원도 정선군 남면 자뭇골길 180-3,,6
정선군,별빛나라펜션2관,민박,강원도 정선군 남면 자뭇골길 180-7,,5
정선군,숲속의캐슬,민박,강원도 정선군 남면 자뭇골길 202,,2
홍천군,보또,민박,강원도 홍천군 서면 개야로548번길 25-8,,2
홍천군,필하모니,민박,강원도 홍천군 서면 도롱골길 215,,6
홍천군,숲속맘1,민박,강원도 홍천군 서면 팔봉산로 909-22,,2
홍천군,숲속맘,민박,강원도 홍천군 서면 팔봉산로 909-24,,3
홍천군,힐 앤 데일2,민박,강원도 홍천군 서면 한서로 2019-1,,2
홍천군,쉐르빌,민박,강원도 홍천군 서면 밤벌길19번길 111,,2
홍천군,물별민박,민박,강원도 홍천군 서석면 피리골길 443-4,,1
홍천군,이글루,민박,강원도 홍천군 내촌면 아홉사리로 1646,,1
홍천군,프린세스,민박,강원도 홍천군 서면 고루개길 37-24,,5
홍천군,홍천동산1,민박,강원도 홍천군 홍천읍 높은터로 330,,1
홍천군,홍천동산2,민박,강원도 홍천군 홍천읍 높은터로 330-1,,1
홍천군,고물섬,민박,강원도 홍천군 북방면 굴지강변로 579,,4
홍천군,후안채,민박,강원도 홍천군 북방면 소매곡1길 61,,2
홍천군,우리농원,민박,강원도 홍천군 화촌면 야시대로 245-10,,1
홍천군,살둔산장,민박,강원도 홍천군 내면 살둔길 30-16,,1
홍천군,팜앤듀,민박,강원도 홍천군 남면 위안터길 21-11,,3
홍천군,강변의 수채화,민박,강원도 홍천군 북방면 노일로310번길 15,,2
홍천군,용호강 황토,민박,강원도 홍천군 서석면 용호대길137번길 33,,5
홍천군,뉴리버빌,민박,강원도 홍천군 서면 도롱골길 177-11,,4
홍천군,하얀집,민박,강원도 홍천군 서면 한치골길817번길 15,,5
홍천군,산내들펜션,민박,강원도 홍천군 한치골길 652-26,,7
홍천군,노고지리민박,민박,강원도 홍천군 내촌면 장수원로 557-34,,4
홍천군,시실리,민박,강원도 홍천군 북방면 노루목길 71,,6
홍천군,하방소,민박,강원도 홍천군 서면 한서로 1064-12,,4
홍천군,티라미스,민박,강원도 홍천군 서면 도롱골길 155,,3
철원군,달팽이마을게스트하우스,민박,강원도 철원군 동송읍 태봉로 2056-1,,5
고성군,몽디아망까페팬션 민박,민박,강원도 고성군 현내면 금강산로 429-1,,8
고성군,비치민박,민박,강원도 고성군 죽왕면 가향길5,,2
철원군,학여울펜션,민박,강원도 철원군 동송읍 태봉로 2644-1,,6
고성군,공원민박,민박,강원도 고성군 죽왕면 공현진길66-4,,1
고성군,해동민박,민박,강원도 고성군 죽왕면 오호천길25,,1
고성군,정가네민박,민박,강원도 고성군 죽왕면 삼포민박촌2길 5,,5
고성군,하임벨라민박,민박,강원도 고성군 토성면 용암길120-16,,1
고성군,도원민박,민박,강원도 고성군 토성면 무릉도원로5309,,3
고성군,리틀스퀘어,민박,강원도 고성군 토성면 천학정길51,,6
고성군,포레스트-C 민박,민박,강원도 고성군 죽왕면 곡실평길298 가동,,1
고성군,모닝뷰,민박,강원도 고성군 토성면 사진용촌1길 19,,4
강릉시,민호네 민박,민박,강원도 강릉시 주문진읍 해안로 1967,,7
강릉시,솔밭흙집,민박,강원도 강릉시 옥계면 금진솔밭길 130,,3
정선군,제우스 민박,민박,강원도 정선군 사북읍 소금강로 3513,,5
정선군,궁전민박,민박,강원도 정선군 사북읍 소금강로 3522,,3
정선군,코코펜션,민박,강원도 정선군 사북읍 소금강로 3576,,3
정선군,푸른민박,민박,강원도 정선군 사북읍 소금강로 3586-13,,4
정선군,범바위민박,민박,강원도 정선군 사북읍 소금강로 3616,,3
정선군,호석민박,민박,강원도 정선군 사북읍 소금강로 3616,,3
정선군,팔도민박,민박,강원도 정선군 사북읍 지장천로 627,,4
정선군,대박팬션,민박,강원도 정선군 사북읍 지장천로 647,,5
정선군,송하펜션,민박,강원도 정선군 사북읍 지장천로699,,4
정선군,산들애민박,민박,강원도 정선군 사북읍 직전리218-2,,6
정선군,하늘연못,민박,강원도 정선군 신동읍 동강로 1004-23,,4
정선군,얼음골민박,민박,강원도 정선군 신동읍 동강로 1038,,5
정선군,운치조아,민박,강원도 정선군 신동읍 동강로 1046-10,,1
정선군,동강백운산 민박,민박,강원도 정선군 신동읍 동강로 1066,,2
정선군,상구민박,민박,강원도 정선군 신동읍 동강로 1070,,7
정선군,연포민박,민박,강원도 정선군 신동읍 연포길 548-2,,2
정선군,거북이민박,민박,강원도 정선군 신동읍 연포길 787,,2
정선군,전산옥민박,민박,강원도 정선군 신동읍 점재길14-14,,1
정선군,제장민박,민박,강원도 정선군 신동읍 제장길 1-34,,1
정선군,정희농박,민박,강원도 정선군 신동읍 제장길 1-38,,1
정선군,동강의낙원,민박,강원도 정선군 신동읍 제장길 15,,2
정선군,낙원민박,민박,강원도 정선군 신동읍 제장길 15,,4
정선군,덕천마루,민박,강원도 정선군 신동읍 제장길 43-1,,1
정선군,별품은 강,민박,강원도 정선군 신동읍 제장길1-6,,5
정선군,포도원 민박,민박,강원도 정선군 신동읍 제장길1-60,,2
정선군,동마루 펜션,민박,강원도 정선군 여량면 고창길 177,,4
양양군,풀 내음,민박,강원도 양양군 현북면 송이로 1102-8,,2
양양군,다빛펜션,민박,강원도 양양군 현북면 어성전길 7-20,,5
양양군,은복산장,민박,강원도 양양군 현북면 법수치길 660,,5
양양군,하늘천따지,민박,강원도 양양군 현북면 법수치길 564,,4
양양군,법수펜션,민박,강원도 양양군 현북면 법수치길 548,,6
양양군,도시여 안녕,민박,강원도 양양군 현북면 법수치길 1054,,1
양양군,법수산장,민박,강원도 양양군 현북면 법수치길 622,,4
양양군,법수치 통나무산장,민박,강원도 양양군 현북면 법수치길 648,,1
양양군,리버힐 펜션,민박,강원도 양양군 현북면 법수치길 654,,5
화천군,산새소리민박,민박,강원도 화천군 간동면 파로호로 766-120,,1
화천군,검정고무신민박,민박,강원도 화천군 간동면 파로호로 923-13,,2
화천군,산방환담,민박,강원도 화천군 사내면 가화로 458-179,,2
화천군,반디산장,민박,강원도 화천군 사내면 검단길 231-55,,4
화천군,화이트힐펜션-B,민박,강원도 화천군 사내면 하오재로 342-17,,4
화천군,화이트힐펜션-C,민박,강원도 화천군 사내면 하오재로 342-17,,3
화천군,용담계곡민박,민박,강원도 화천군 사내면 김수증길 7-100,,1
화천군,명지령계곡펜션,민박,강원도 화천군 사내면 명지령로 226,,3
화천군,장진펜션,민박,강원도 화천군 사내면 문화마을1길 8,,8
화천군,화악산가든펜션,민박,강원도 화천군 사내면 물안골길 20,,3
화천군,고은빛펜션,민박,강원도 화천군 사내면 사내로 38,,6
화천군,삼나무집펜션,민박,강원도 화천군 사내면 사내천로 208-11,,6
화천군,무지개펜션,민박,강원도 화천군 사내면 수밀리길 25,,3
화천군,기역니은펜션,민박,강원도 화천군 사내면 수밀리길 437-10,,6
화천군,산속계곡끝펜션,민박,강원도 화천군 사내면 수밀리길 501,,2
화천군,토마토펜션,민박,강원도 화천군 사내면 수밀리길 73,,4
화천군,사내 뜰,민박,강원도 화천군 사내면 수피령로 102-15,,5
화천군,화악산황토민박,민박,강원도 화천군 사내면 수피령로 102-58,,5
화천군,대성산 민박,민박,강원도 화천군 사내면 수피령로 930-44,,2
화천군,아카시아펜션,민박,강원도 화천군 사내면 창안산길 8-56,,5
화천군,천문대펜션,민박,강원도 화천군 사내면 천문대길 79-8,,5
정선군,샹그릴라펜션,민박,강원도 정선군 남면 광락로 286,,5
정선군,정선애팬션,민박,강원도 정선군 남면 광락로476-5,,4
정선군,러브팩토리,민박,강원도 정선군 남면 광락로519,,3
정선군,또바기콘도,민박,강원도 정선군 남면 덕만길 5-19,,3
정선군,행복팬션,민박,강원도 정선군 남면 덕만길 5-19,,3
정선군,추억만들기,민박,강원도 정선군 남면 덕만길 5-30,,3
정선군,무릉민박,민박,강원도 정선군 남면 도원1길 1-1,,5
정선군,옥수민박,민박,강원도 정선군 남면 도원3길 5,,4
정선군,미보민박,민박,강원도 정선군 남면 도원4길 13-3,,4
정선군,누리민박,민박,강원도 정선군 남면 무릉1로 115,,4
정선군,공골민박,민박,강원도 정선군 남면 무릉2로 11,,3
정선군,여량민박,민박,강원도 정선군 남면 무릉2로 31,,5
정선군,강 민 박,민박,강원도 정선군 남면 무릉4로 27-10,,2
정선군,오복펜션,민박,강원도 정선군 남면 무릉4로 35-7,,4
정선군,민둥산 산마루 펜션,민박,강원도 정선군 남면 민둥산로 129-40,,2
정선군,민둥산 산마루 펜션,민박,강원도 정선군 남면 민둥산로 129-59,,2
정선군,민둥산 산마루 펜션,민박,강원도 정선군 남면 민둥산로 129-60,,2
정선군,민둥산 산마루 펜션,민박,강원도 정선군 남면 민둥산로 129-62,,2
정선군,엔젤하우스,민박,강원도 정선군 남면 민둥산로 175-13,,2
정선군,억새꽃민박,민박,강원도 정선군 남면 민둥산로 424,,4
정선군,동하민박,민박,강원도 정선군 남면 수와우길 61,,1
정선군,보리리조트펜션,민박,강원도 정선군 남면 싸리실길 62-5,,4
정선군,민둥산하이원민박,민박,강원도 정선군 남면 싸리실길 85,,3
평창군,올림픽펜션,펜션,강원도 평창군 봉평면 진조길104-39,,3
평창군,음악이 흐르는 숲,펜션,강원도 평창군 방림면 고원로 520-97,,3
평창군,미르목 민박,민박,강원도 평창군 평창읍 용항상촌길148-12,,4
평창군,펜션 그림,펜션,강원도 평창군 대관령면 차항길162-19,,6
평창군,별장민박,민박,강원도 평창군 진부면 동산리 27-3,,3
평창군,황미숙 펜션 2,펜션,강원도 평창군 대관령면 삼현동1길10-17,,2
평창군,골드캐슬,펜션,강원도 평창군 봉평면 봉평북로396-4,,7
평창군,대관령눈꽃바람펜션,펜션,강원도 평창군 대관령면 차항동녘길24,,2
평창군,평창강 해마루 펜션,펜션,강원도 평창군 평창읍 평창강로418-6,,3
평창군,반딧불이 펜션,펜션,강원도 평창군 방림면 여우재길 447-3,,2
양양군,옹달샘민박,민박,강원도 양양군 현북면 법수치길 178,,1
양양군,비단향꽃무,민박,강원도 양양군 현북면 법수치길 405-12,,4
양양군,대천민박,민박,강원도 양양군 현북면 남대천로 1524-76,,2
양양군,매화꽃 민박,민박,강원도 양양군 현북면 남대천로 1670-30,,3
양양군,힐링펜션,민박,강원도 양양군 현북면 남대천로 1310-42,,4
양양군,다래민박,민박,강원도 양양군 현북면 동해대로 1081-80,,2
홍천군,까미노,민박,강원도 홍천군 북방면 도사곡길 378-4,,2
홍천군,하비비,민박,강원도 홍천군 서면 팔봉산로 785,,3
홍천군,달과별들의이야기,민박,강원도 홍천군 서면 팔봉강변길 209-3,,5
홍천군,테라스의아침,민박,강원도 홍천군 서면 팔봉강변길 217,,1
홍천군,한울타리,민박,강원도 홍천군 북방면 문들길 88번길30-30,,1
홍천군,너른바위,민박,강원도 홍천군 화촌면 당무로 987,,1
홍천군,파인밸리,민박,강원도 홍천군 홍천읍 영서로 1673,,2
홍천군,엔,민박,강원도 홍천군 서면 한서로 2275,,3
홍천군,푸른별,민박,강원도 홍천군 두촌면 황병고개길 25-47,,3
홍천군,뷔송블루,민박,강원도 홍천군 남면 여호내길 101-17,,3
홍천군,영진민박,민박,강원도 홍천군 서면 팔봉산로 891,,4
홍천군,수타계곡다모아민박,민박,강원도 홍천군 동면 신봉로 194,,2
홍천군,샘터민박,민박,강원도 홍천군 내면 여차동길 667-2,,2
홍천군,숲속의펜션,민박,강원도 홍천군 화촌면 상평길 102,,2
홍천군,홍천강그린팬션,민박,강원도 홍천군 북방면 도사곡길 320,,2
홍천군,흙이랑별,민박,강원도 홍천군 두촌면 모르골길 209,,3
홍천군,펜션아이리스,민박,강원도 홍천군 서면 굴업솔골길 60-23,,1
홍천군,별빛뜨락,민박,강원도 홍천군 서면 한서로 2344-10,,3
홍천군,오션워터월드 2분거리 신영펜션,민박,강원도 홍천군 서면 한치골길 75-12,,1
홍천군,사랑나눔,민박,강원도 홍천군 북방면 노일로 336-8,,1
홍천군,썬라이즈,민박,강원도 홍천군 북방면 노일로 336-6,,2
홍천군,소노리베,민박,강원도 홍천군 서면 팔봉산로 811,,1
홍천군,오디마을펜션,민박,강원도 홍천군 북방면 도사곡길 292-30,,1
홍천군,더편한,민박,강원도 홍천군 화촌면 당무로 973-8,,3
홍천군,삼거리민박,민박,강원도 홍천군 내면 내린천로 40,,2
홍천군,마이웨이,민박,강원도 홍천군 서면 한서로 1477,,5
홍천군,황토산방 휴선,민박,강원도 홍천군 화촌면 도광터길 230,,7
홍천군,노블레스 노마드,민박,강원도 홍천군 북방면 장항2길 14-7,,5
홍천군,더리버,민박,강원도 홍천군 서면 팔봉산로 716,,1
홍천군,헤리티스,민박,강원도 홍천군 북방면 장항2길 14-5,,1
홍천군,오르비스,민박,강원도 홍천군 서면 상귀량길 41-4,,3
홍천군,홍천쭈리민박,민박,강원도 홍천군 내촌면 아홉사리로 476-36,,2
삼척시,휴덱스,민박,강원도 삼척시 노곡면 문의재로 2416,,1
홍천군,까미노데플로레스타,민박,강원도 홍천군 북방면 도사곡길 378-4,,2
삼척시,해마루펜션,민박,강원도 삼척시 근덕면 장호1길27,,9
정선군,대명민박,민박,강원도 정선군 정선읍 동강로 2535-2,,2
정선군,강따라서희네민박,민박,강원도 정선군 정선읍 동강로 2565-12,,1
홍천군,돌배꽃민박,민박,강원도 홍천군 화촌면 군업안말길54번길 58,,4
홍천군,풀그리다,민박,강원도 홍천군 북방면 굴지강변로 276,,2
홍천군,수아르,민박,강원도 홍천군 서면 오도치길 139-68,,3
홍천군,그린빌,민박,강원도 홍천군 서면 오도치길 139-69,,2
홍천군,별마루,민박,강원도 홍천군 서면 한서로 1838,,5
홍천군,숲속도예,민박,강원도 홍천군 남면 길골길 190-33,,3
홍천군,샤뜰레,민박,강원도 홍천군 서면 팔봉강변길 109-1,,7
홍천군,공작산 야수교,민박,강원도 홍천군 동면 공작골길 44,,4
홍천군,7080,민박,강원도 홍천군 북방면 굴지강변로206,,3
홍천군,기분좋은날,민박,강원도 홍천군 내면 구룡령로 6429,,2
홍천군,행복한숲 Happy forest,민박,강원도 홍천군 서면 도롱골길 195-19,,4
홍천군,목지가,민박,강원도 홍천군 서면 단월로 866,,3
홍천군,밤나무쉼터,민박,강원도 홍천군 동면 소군이길 16,,5
홍천군,강변통나무펜션,민박,강원도 홍천군 화촌면 답연밭길 54,,9
홍천군,오즈의마법사,민박,강원도 홍천군 서면 도롱골길126번길 20,,7
홍천군,산촌캠프펜션,민박,강원도 홍천군 화촌면 덕밭재길 6-13,,3
홍천군,씨에스타쑤에로,민박,강원도 홍천군 북방면 굴지강변로 297,,4
홍천군,가디언스,민박,강원도 홍천군 서면 마곡길 162,,6
홍천군,예뜰,민박,강원도 홍천군 화촌면 주음치로68번길 40,,4
홍천군,솔내음,민박,강원도 홍천군 북방면 장항2길 27-7,,2
홍천군,르그랑 샤리오,민박,강원도 홍천군 서면 팔봉강변길 261,,11
홍천군,로지,민박,강원도 홍천군 서면 한치골길 751-10,,7
홍천군,약수가든,민박,강원도 홍천군 화촌면 야시대로 556,,3
홍천군,을수골 하얀집,민박,강원도 홍천군 내면 을수길 319,,2
홍천군,힐 앤 데일,민박,강원도 홍천군 서면 한서로 2019,,5
홍천군,아그리나 B,민박,강원도 홍천군 서면 상귀량길 52,,4
홍천군,물소리 바람소리,민박,강원도 홍천군 남면 길골길 97-6,,4
홍천군,헤븐하우스,민박,강원도 홍천군 동면 소군이기리 10-1,,6
홍천군,리버사이드,민박,강원도 홍천군 서면 도롱골길147번길 14,,2
홍천군,온 더 힐,민박,강원도 홍천군 서면 개야로 222-15,,4
홍천군,가래골,민박,강원도 홍천군 동면 가래골길 34,,3
홍천군,애화랑,민박,강원도 홍천군 동면 꽃골길 144-11,,3
홍천군,별 앤 ,민박,강원도 홍천군 서면 한치골길 751-21,,1
삼척시,일출하우스,민박,강원도 삼척시 원덕읍 삼척로1852-58,,4
삼척시,하늘펜션2,민박,강원도 삼척시 근덕면 장호길 42-1,,8
삼척시,시칠리팬션,민박,강원도 삼척시 근덕면 삼척로 2129,,3
삼척시,하늘솔황토민박,민박,강원도 삼척시 원덕읍 이천5길 205-263,,2
삼척시,모닝벨리,민박,강원도 삼척시 근덕면 용화안길 81-339,,1
삼척시,바다정원민박,민박,강원도 삼척시 근덕면 상맹방길 310-53,,4
삼척시,아영민박,민박,강원도 삼척시 가곡면 덕풍길 157,,4
삼척시,삼척들레펜션,민박,강원도 삼척시 근덕면 용화안길 690,,5
삼척시,초곡바다정원,민박,강원도 삼척시 근덕면 초곡길 332,,1
삼척시,산토리니,민박,강원도 삼척시 근덕면 삼척로 2280,,6
삼척시,장호바다숲션,민박,강원도 삼척시 근덕면 장호안1길 17,,5
삼척시,어울림,민박,강원도 삼척시 근덕면 용화해변1길19,,4
삼척시,해피하우스,민박,강원도 삼척시 근덕면 삼척로 2220,,5
삼척시,힐링에비뉴,민박,강원도 삼척시 근덕면 궁촌길 948,,4
삼척시,예다움펜션,민박,강원도 삼척시 근덕면 삼척로 2191,,6
삼척시,닻별펜션,민박,강원도 삼척시 근덕면 덕산해변1길 96,,2
삼척시,힐링온,민박,강원도 삼척시 노곡면 하마읍안길 408-1,,1
삼척시,용해민박,민박,강원도 삼척시 근덕면 용화길 28-15,,4
삼척시,해오름펜션,민박,강원도 삼척시 근덕면 용화해변길16,,6
홍천군,물소리,민박,강원도 홍천군 화촌면 상평길 13,,2
홍천군,아모리 따,민박,강원도 홍천군 북방면 노일로238번길 53,,2
홍천군,양지민박,민박,강원도 홍천군 동면 덕치길 87-18,,3
홍천군,서울민박,민박,강원도 홍천군 서면 모곡로 463,,3
홍천군,환타지아,민박,강원도 홍천군 내촌면 아홉사리로 846-14,,4
홍천군,꿈에본펜션,민박,강원도 홍천군 서면 밤벌길 131-22,,5
홍천군,계곡속민박,민박,강원도 홍천군 두촌면 광석로 1303-18,,1
홍천군,보리울휴펜션,민박,강원도 홍천군 서면 밤벌길 131-20,,6
홍천군,반디별,민박,강원도 홍천군 내면 우물골길 87,,5
홍천군,동막골 황토민박,민박,강원도 홍천군 서면 감물악길 210-3,,3
홍천군,그리운 언덕,민박,강원도 홍천군 북방면 벌업길85번길 40-4,,5
홍천군,쎄라비,민박,강원도 홍천군 서면 한서로 1350,,3
홍천군,물안개,민박,강원도 홍천군 서면 도롱골길147번길 14,,5
홍천군,초원,민박,강원도 홍천군 두촌면 괘석리54,,1
홍천군,홍천 페리엔1,민박,강원도 홍천군 서면 도롱골길 235-17,,2
홍천군,공작산 황토펜션(공작산 비룡펜션),민박,강원도 홍천군 동면 공작골길 23,,4
